slot_id,kind,gold_id,meaning,expected_state,review_status,output_ids_and_fields,recovered_0_or_1,state_or_blocking_correct_0_or_1,evidence,notes
R01-3,G,G1b,시나리오 문서의 G1b,blocking=true,pending,,,,,
R01-3,G,G2,시나리오 문서의 G2,blocking=true,pending,,,,,
R02-3,R,R1,"직원 역할, 계정과 회의실 목록 제공",C,not_scorable,,,,,
R02-3,R,R2,"회의실, 같은 날 시작/종료로 예약, 자기 예약 조회",C,not_scorable,,,,,
R02-3,R,R3,"Asia/Seoul 및 미래 시작, 시작<종료 검증",C,not_scorable,,,,,
R02-3,R,R4,"같은 회의실 시간 중복 거부, 경계 맞닿음 허용",C,not_scorable,,,,,
R02-3,R,R5,동시 요청도 중복 확정 금지,C,not_scorable,,,,,
R02-3,R,R6,"즉시 확정, 승인 없음",C,not_scorable,,,,,
R02-3,R,R7,본인 시작 전 취소와 시간 재예약 허용,C,not_scorable,,,,,
R02-3,R,R8,"시작 후 취소, 타인 취소 거부",C,not_scorable,,,,,
R02-3,R,R9,"수정, 반복, 알림, 캘린더 제외",C,not_scorable,,,,,
E01-3,R,R1,"직원, 팀장, 재무 담당자 역할과 계정 제공",C,pending,,,,,
E01-3,R,R2,"직원의 금액, 영수증 정산 신청",C,pending,,,,,
E01-3,R,R3,"팀장의 자기 팀 신청 승인, 반려",C,pending,,,,,
E01-3,R,R4,일정 금액 이상일 때 재무 추가 승인 필요,C,pending,,,,,
E01-3,R,R5,추가 승인 기준 금액 미정,N/B,pending,,,,,
E01-3,R,R6,"지급, 회계 연동 제외",C,pending,,,,,
E01-3,G,G1,시나리오 문서의 G1,blocking=true,pending,,,,,
E01-3,G,G2a,시나리오 문서의 G2a,blocking=true,pending,,,,,
E01-3,G,G2b,시나리오 문서의 G2b,blocking=true,pending,,,,,
S01-3,R,R1,"고객, 상담원 역할과 제공된 계정",C,pending,,,,,
S01-3,R,R2,"제목, 본문 문의 등록 및 고객 본인 조회",C,pending,,,,,
S01-3,R,R3,"상담원 전체 접수 문의 조회, 답변 하나 등록",C,pending,,,,,
S01-3,R,R4,"접수→완료, 재답변, 재개 없음",C,pending,,,,,
S01-3,R,R5,"빈 제목, 본문, 답변 거부",C,pending,,,,,
S01-3,R,R6,"수정, 삭제, 첨부, 알림, 외부 연동 제외",C,pending,,,,,
S01-3,R,R7,완료 배지 색상 미정,N/N,pending,,,,,
A01-3,R,R1,"직원, 장비 담당자 역할과 제공된 계정/장비 목록",C,pending,,,,,
A01-3,R,R2,"직원의 대여 가능한 장비 선택, 신청",C,pending,,,,,
A01-3,R,R3,담당자 승인,C,pending,,,,,
A01-3,R,R4,"승인 시 대여 중, 반납 시 대여 가능",C,pending,,,,,
A01-3,R,R5,반납 처리 주체 미정,N/B,pending,,,,,
A01-3,R,R6,같은 장비의 동시 이중 대여 금지,C,pending,,,,,
A01-3,G,G1,시나리오 문서의 G1,blocking=true,pending,,,,,
A01-3,G,G2,시나리오 문서의 G2,blocking=true,pending,,,,,
D01-3,R,R1,"직원/작성자 역할과 제공된 계정, 소속팀",C,pending,,,,,
D01-3,R,R2,작성자의 문서 업로드,C,pending,,,,,
D01-3,R,R3,"같은 팀 직원만 조회, 다운로드, 타 팀 거부",C,pending,,,,,
D01-3,R,R4,회사 외부 저장소에 파일 저장 필수,C,pending,,,,,
D01-3,R,R5a,저장소 제품 미정,N/B,pending,,,,,
D01-3,R,R5b,인증 방식 미정,N/B,pending,,,,,
D01-3,R,R6,"공개 링크, 외부 고객 공유 제외",C,pending,,,,,
D01-3,G,G1a,시나리오 문서의 G1a,blocking=true,pending,,,,,
D01-3,G,G1b,시나리오 문서의 G1b,blocking=true,pending,,,,,
D01-3,G,G2,시나리오 문서의 G2,blocking=true,pending,,,,,
